Time	ID	Ax_cm/s2	Ay_cm/s2	Az_cm/s2	Q0	Q1	Q2	Q3
20:52:23.068	14	-203.97832	863.965865	-397.169325	0.04764	0.19055	-0.81232	-0.54904
20:52:23.098	13	-43.14926	-896.32781	-322.638785	0.46017	-0.67511	-0.43332	0.38025
20:52:23.159	14	-145.13842	651.16156	-328.522775	0.04764	0.19055	-0.81232	-0.54904
20:52:23.193	13	-19.6133	-917.90244	-342.252085	0.46017	-0.67511	-0.43332	0.38025
20:52:23.278	14	-259.876225	663.910205	-359.904055	0.04184	0.19824	-0.80786	-0.55338
20:52:23.278	13	-124.544455	-917.90244	-351.07807	0.46017	-0.67511	-0.43332	0.38025
20:52:23.371	14	-150.041745	744.324735	-320.677455	0.04184	0.19824	-0.80786	-0.55338
20:52:23.401	13	-60.80123	-877.695175	-367.749375	0.44803	-0.66876	-0.45096	0.38544
20:52:23.462	14	-219.66896	768.84136	-392.266	0.04184	0.19824	-0.80786	-0.55338
20:52:23.488	13	-70.60788	-924.767095	-318.716125	0.44803	-0.66876	-0.45096	0.38544
20:52:23.577	14	-261.837555	740.402075	-432.473265	-0.00119	0.18982	-0.85062	-0.4902
20:52:23.579	13	-59.820565	-885.540495	-367.749375	0.44803	-0.66876	-0.45096	0.38544
20:52:23.666	14	-134.351105	792.37732	-531.52043	-0.00119	0.18982	-0.85062	-0.4902
20:52:23.700	13	-78.4532	-919.86377	-286.35418	0.44421	-0.67072	-0.45099	0.38641
20:52:23.755	14	-61.781895	783.551335	-630.567595	-0.00119	0.18982	-0.85062	-0.4902
20:52:23.787	13	-103.95049	-881.617835	-387.362675	0.44421	-0.67072	-0.45099	0.38641
20:52:23.877	14	-281.450855	980.665	-625.66427	-0.00119	0.18982	-0.85062	-0.4902
20:52:23.879	13	-98.0665	-900.25047	-307.92881	0.44421	-0.67072	-0.45099	0.38641
20:52:23.966	14	4.903325	933.59308	-347.15541	-0.00806	0.16855	-0.86789	-0.4671
20:52:23.998	13	-114.737805	-916.921775	-291.257505	0.43979	-0.67636	-0.44101	0.39304
20:52:24.057	14	-149.06108	939.47707	-300.08349	-0.00806	0.16855	-0.86789	-0.4671
20:52:24.089	13	-175.539035	-915.94111	-302.04482	0.43979	-0.67636	-0.44101	0.39304
20:52:24.176	14	-93.163175	949.28372	-153.964405	0.0343	0.14883	-0.8092	-0.56723
20:52:24.178	13	-186.32635	-870.83052	-335.38743	0.43979	-0.67636	-0.44101	0.39304
20:52:24.301	14	-68.64655	911.037785	-299.102825	0.0343	0.14883	-0.8092	-0.56723
20:52:24.301	13	-186.32635	-872.79185	-320.677455	0.42197	-0.68558	-0.43246	0.40591
20:52:24.356	14	-99.047165	917.90244	-304.986815	0.0343	0.14883	-0.8092	-0.56723
20:52:24.388	13	-268.70221	-951.24505	-222.610955	0.42197	-0.68558	-0.43246	0.40591
20:52:24.479	14	-61.781895	923.78643	-260.85689	0.05484	0.14551	-0.80801	-0.56821
20:52:24.479	13	-131.40911	-1099.325465	-250.069575	0.42197	-0.68558	-0.43246	0.40591
20:52:24.566	14	-16.671305	926.728425	-275.566865	0.05484	0.14551	-0.80801	-0.56821
20:52:24.600	13	-174.55837	-1040.485565	-497.197155	0.36444	-0.707	-0.45685	0.39813
20:52:24.655	14	-137.2931	904.17313	-315.77413	0.05484	0.14551	-0.80801	-0.56821
20:52:24.687	13	-273.605535	-950.264385	-593.302325	0.36444	-0.707	-0.45685	0.39813
20:52:24.776	14	-47.07192	903.192465	-338.329425	0.07999	0.15417	-0.80728	-0.56393
20:52:24.778	13	-258.89556	-899.269805	-541.32708	0.36444	-0.707	-0.45685	0.39813
20:52:24.879	14	-70.60788	921.8251	-273.605535	0.07999	0.15417	-0.80728	-0.56393
20:52:24.901	13	-250.069575	-767.860695	-456.98989	0.41931	-0.70319	-0.39572	0.41589
20:52:24.956	14	-11.76798	922.805765	-240.262925	0.07999	0.15417	-0.80728	-0.56393
20:52:24.988	13	-140.235095	-689.407495	-341.27142	0.41931	-0.70319	-0.39572	0.41589
20:52:25.075	14	-48.052585	911.037785	-333.4261	0.07056	0.14175	-0.81277	-0.56055
20:52:25.079	13	-177.500365	-592.32166	-279.489525	0.41931	-0.70319	-0.39572	0.41589
20:52:25.169	14	-87.279185	897.308475	-314.793465	0.07056	0.14175	-0.81277	-0.56055
20:52:25.200	13	-224.572285	-634.490255	-246.146915	0.47726	-0.66086	-0.36276	0.45142
20:52:25.263	14	-15.69064	912.999115	-320.677455	0.07056	0.14175	-0.81277	-0.56055
20:52:25.291	13	-185.345685	-647.2389	-272.62487	0.47726	-0.66086	-0.36276	0.45142
20:52:25.379	14	6.864655	910.05712	-329.50344	0.073	0.14731	-0.81265	-0.55899
20:52:25.383	13	-294.1995	-696.27215	-402.07265	0.47726	-0.66086	-0.36276	0.45142
20:52:25.465	14	-56.87857	905.153795	-309.89014	0.073	0.14731	-0.81265	-0.55899
20:52:25.499	13	-313.8128	-831.60392	-518.771785	0.3996	-0.7225	-0.38516	0.41214
20:52:25.563	14	-26.477955	899.269805	-331.46477	0.073	0.14731	-0.81265	-0.55899
20:52:25.595	13	-197.113665	-906.13446	-583.495675	0.3996	-0.7225	-0.38516	0.41214
20:52:25.677	13	-177.500365	-1084.61549	-507.98447	0.3996	-0.7225	-0.38516	0.41214
20:52:25.677	14	-71.588545	921.8251	-275.566865	0.06369	0.15201	-0.81311	-0.55817
20:52:25.767	14	-126.505785	888.48249	-339.31009	0.06369	0.15201	-0.81311	-0.55817
20:52:25.799	13	-29.41995	-1084.61549	-304.00615	0.35925	-0.71585	-0.4487	0.39627
20:52:25.861	14	-203.97832	899.269805	-365.788045	0.06369	0.15201	-0.81311	-0.55817
20:52:25.889	13	-343.23275	-898.28914	-374.61403	0.35925	-0.71585	-0.4487	0.39627
20:52:25.979	13	-121.60246	-921.8251	-253.01157	0.35925	-0.71585	-0.4487	0.39627
20:52:25.979	14	-148.080415	902.2118	-271.644205	0.03391	0.16516	-0.82062	-0.54596
20:52:26.070	14	-253.992235	950.264385	-278.50886	0.03391	0.16516	-0.82062	-0.54596
20:52:26.134	13	-114.737805	-858.081875	-385.401345	0.41092	-0.68048	-0.45139	0.40527
20:52:26.158	14	-145.13842	1102.26746	-359.904055	0.03391	0.16516	-0.82062	-0.54596
20:52:26.189	13	-75.511205	-881.617835	-350.097405	0.41092	-0.68048	-0.45139	0.40527
20:52:26.278	14	-228.494945	970.85835	-592.32166	-0.03256	0.15997	-0.86862	-0.46768
20:52:26.312	13	-32.361945	-910.05712	-375.594695	0.42603	-0.67291	-0.46094	0.3913
20:52:26.368	14	-241.24359	832.584585	-659.987545	-0.03256	0.15997	-0.86862	-0.46768
20:52:26.428	13	-110.815145	-1001.258965	-287.334845	0.42603	-0.67291	-0.46094	0.3913
20:52:26.459	14	-261.837555	673.716855	-586.43767	-0.03256	0.15997	-0.86862	-0.46768
20:52:26.521	13	-121.60246	-884.55983	-348.136075	0.42603	-0.67291	-0.46094	0.3913
20:52:26.610	13	-91.201845	-924.767095	-272.62487	0.42529	-0.6601	-0.47723	0.39438
20:52:26.610	14	-224.572285	650.180895	-489.351835	-0.0018	0.18625	-0.84012	-0.50931
20:52:26.665	14	-214.765635	622.722275	-416.782625	-0.0018	0.18625	-0.84012	-0.50931
20:52:26.729	13	-114.737805	-883.579165	-372.6527	0.42529	-0.6601	-0.47723	0.39438
